id	name	surname	birth_date	nationality	birthplace	sex	school	description	picture	biography
DAGMAR_KOLLMANN	Kollmann	Dagmar	1964	Austrian		F	Universität Wien	Member of Unibail-Rodamco’s Supervisory Board since April 23  2014. Mrs Kollmann holds a Masters of Law (focus on International and Business Law) from the Universität Wien. She was Chair of the Management Board and Country Head and CEO – Germany and Austria at Morgan Stanley Bank AG in Germany and she was on the Board of Directors of Morgan Stanley and Co International Ltd and Morgan Stanley International Ltd in London. She previously held positions at Merrill Lynch Capital Markets in New York and UBS Philips & Drew Ltd in London. In addition to her Unibail-Rodamco Supervisory Board membership  her current roles include Commissioner and Member of the Monoplies Commission in Germany  member of the Supervisory Boards of Deutsche Telekom AG and KfW IPEX GmbH in Germany and Bank Gutmann AG in Austria and Vice-Chair of the Supervisory Boards of Deutsche Pfandbriefbank AG and HRE Holding AG in Germany. Mrs Kollmann  born in 1964  is Austrian.		http://www.unibail-rodamco.com/W/do/centre/supervisory-board
HENRI_LACHMANN	Lachmann	Henri	13/09/1938	France	Colmar	M	HEC	Henri Lachmann  né le 13 septembre 1938 à Colmar  est une personnalité du monde des affaires. Il a notamment été PDG de Schneider Electric de 1999 à 2005 et dont il est actuellement président du conseil de surveillance. Il a de plus 8 autres mandats "sociaux" lesquels sont mentionnés ci-dessous.	http://www2.schneider-electric.com/images/pictures/press-photo-library/photo-library/management/lachmann_hd.jpg	http://fr.wikipedia.org/wiki/Henri_Lachmann
MARC_LADREIT_DE_LACHARRIERE	Ladreit de Lacharrière	Marc	6/11/1940	France	Nice	M	ENA	Marc Eugène Charles Ladreit de Lacharrière (ou Ladreyt de La Charrière)  né le 6 novembre 1940 à Nice (Alpes-Maritimes)  est un dirigeant d'entreprise français. En mars 2012  le magazine Forbes le qualifie de milliardaire en dollars  le classant au 1 153e rang mondial (avec 73 autres personnes ex æquo). Il est le compagnon de Véronique Morali  présidente de Fimalac Développement.	http://images.forbes.com/media/lists/10/2008/ZM6Q.jpg	http://fr.wikipedia.org/wiki/Marc_Ladreit_de_Lacharri%C3%A8re
BRUNO_LAFONT	Lafont	Bruno	8/6/1956	France	Boulogne-Billancourt	M	ENA - HEC	Bruno Lafont  né le 8 juin 1956 à Boulogne-Billancourt1  est un chef d'entreprise français  directeur général de Lafarge depuis le 1er janvier 2006 et son président depuis le 3 mai 2007.	http://www.gouv.bj/sites/default/files/bruno-lafont-lafarge-2.jpg	http://fr.wikipedia.org/wiki/Bruno_Lafont
XAVIER_LAGARDE	Lagarde	Xavier		France		M	Paris II - Paris I Panthéon-Sorbonne	Xavier Lagarde est un juriste français  auteur de plusieurs ouvrages. Il est professeur de droit privé à l'université Paris Ouest Nanterre La Défense (Paris X) et avocat au barreau de Paris.	http://www.miroirsocial.com/uploads/users/aurelieginioux/images//X-Lagarde-Portrait.jpg	http://fr.wikipedia.org/wiki/Xavier_Lagarde
PHILIPPE_LAGAYETTE	Lagayette	Philippe	16/06/1943	France	Tulle	M	École polytechnique	Philippe Lagayette  né le 16 juin 1943 à Tulle (Corrèze)  est un administrateur français d'entreprises cotées au CAC 40.	http://www.journaldunet.com/economie/dirigeants/couples/lagayette.jpg	http://fr.wikipedia.org/wiki/Philippe_Lagayette
GERARD_LAMARCHE	Lamarche	Gérard	15/07/1961	Belge		M	Université de Louvain-la-Neuve	Gérard Lamarche  born 15 July  1961  Belgian  is an Economic Sciences graduate of Université de Louvain-la-Neuve  INSEAD and Wharton International. He began his career in 1983  as a consultant at Deloitte Haskins & Sells; he moved on to Société Générale de Belgique as an investment manager in 1988  where he was later appointed controller and Advisor for strategic operations between 1992 and 1995.	http://www.suez-environnement.fr/wp-content/uploads/2011/12/Lamarche.jpg	http://www.suez-environnement.com/group/corporate-governance/board-of-directors/gerard-lamarche/
JEAN_LOUIS_LAURENS	Laurens	Jean-Louis	1954	France		M	HEC	Member of Unibail-Rodamco's Supervisory Board and its Audit Committee since June 25  2007. Graduate of the Ecole des Hautes Études Commerciales (HEC Business School). Doctorate in Economics and Masters degree in law. Previously held the positions of Chairman and CEO of AXA Investment Managers Paris  Deputy CEO of AXA Investment Managers  member of the board of directors of AXA France Assurance  CEO of Robeco France and Global Head of Mainstream Investments of Robeco Group. He is presently General Partner of Rothschild & Cie Gestion Paris and Chairman of the Board of Rothschild Asset Management Inc. New York. Jean Louis Laurens received the French Decoration "Chevalier de l'Ordre National du mérite". Jean-Louis Laurens  born in 1954  is French.		http://www.unibail-rodamco.com/W/do/centre/supervisory-board
SUET_FERN_LEE	Lee	Suet Fern	16/05/1958	Singapore		F	Cambridge University	Mme Suet Fern Lee est diplômée en droit de l'Université de Cambridge (1980). En 1981  elle est avocate au Gray's Inn à Londres. En 1982  elle est admise au Barreau de Singapour et depuis exerce à Londres et Singapour. Elle est Présidente de l'Inter-Pacific Bar Association (IPBA) jusqu'en 2011. Depuis 2000  elle est Associée Senior du cabinet Stamford Law Corporation (Singapour). Elle préside le Conseil d'Administration de l'Asian Civilisations Museum et est également membre du National Heritage Board  membre du Comité Exécutif de la Singapore Academy of Law  membre du Conseil Consultatif de l'école de droit de Singapore Management University  trustee de la Nanyang Technological University ainsi que membre du Singapore Institute of Directors.	http://www.ntu.edu.sg/AboutNTU/PublishingImages/Lee-Suet-Fern_b.jpg	http://www.axa.com/fr/presse/biographies/conseil/sflee/
NOELLE_LENOIR	Lenoir	Noëlle	27/04/1948	France	Neuilly-sur-Seine	M	Sciences Po Paris	Noëlle Lenoir is a member of the Conseil d’État (France’s highest administrative court) and a partner in the law firm Kramer Levin Naftalis & Frankel LLP.	http://www.valeo.com/cws-content/www.valeo.com/medias/images/groupe/fr/gouvernance/Lenoir.jpg	http://www.valeo.com/en/the-group/governance/noelle-lenoir.html
JEAN_BERNARD_LEVY	Levy	Jean-Bernard	15/03/1955	France	Suresnes	M	École Polytechnique	Jean-Bernard Lévy  né le 18 mars 1955 à Suresnes  est un dirigeant d'entreprise français  ancien président du directoire de Vivendi et actuel Président-directeur général de Thales.	https://www.thalesgroup.com/sites/default/files/assets/images/jean-bernard-levy-white.jpg	http://fr.wikipedia.org/wiki/Jean-Bernard_L%C3%A9vy
COLETTE_LEWINER	Lewiner	Colette		France		F	Ecole Normale Supérieure	Ancienne élève de l’Ecole Normale Supérieure (1964)  agrégée de physique (1968) et Docteur es Sciences physique (1973)  Colette Lewiner débute une carrière d’enseignante à l’Université de Paris puis rejoint en 1979 Electricité de France  d’abord à la Direction des Etudes et Recherches puis au Service des Combustibles chargé des achats de fioul  gaz  charbon et surtout de combustible nucléaire pour les centrales électriques. En 1989  elle crée la Direction du Développement et de la Stratégie Commerciale. Elle est à ce titre la première femme Directeur à EDF. 	http://media.melty.fr/article-693167-ajust_930/colette-lewiner-de-capgemini-prevoit-une.jpg	http://energie.lexpansion.com/auteurs/Colette-Lewiner-a-186_s_0cbeebd935d1a701fdb10d1f5f784b91.html
ELISABETH_LULIN	Lulin	Elisabeth	4/8/1971	France		F	Ecole Normale Supérieure - Sciences Po Paris - ENA	Elisabeth Grosdhomme Lulin est directeur général de Paradigmes et caetera  société d’études et de conseil qu’elle a fondée en 1998  consacrée à la prospective et à l’innovation.	http://images.lesechos.sdv.fr/archives/2010/LesEchos/20785/ECH20785623_1.jpg	http://www.paradigmes.com/qui-sommes-nous/elisabeth-grosdhomme-lulin/
YVES_LYON_CAEN	Lyon-Caen	Yves	1950	France		M	ENA - Sciences Po Paris	Member of Unibail-Rodamco's Supervisory Board since June 25  2007 and member of its Governance  Nomination & Remuneration Committee since April 28  2010. Graduate of the Institut d'Etudes Politiques in Paris and a former student of the Ecole Nationale d'Administration  Yves Lyon-Caen holds a degree in law. Former director and member of their Audit Committees of Unibail S.A. and Nexans SA (2005-2007). He is also currently Chairman of the Supervisory Boards of Bénéteau S.A. and Sucres & Denrées. Yves Lyon-Caen  born in 1950  is French.		http://www.unibail-rodamco.com/W/do/centre/supervisory-board
GERARD_MESTRALLET	Mestrallet	Gérard	1/4/1949	France	Paris	M	École polytechnique fédérale de Lausanne	Gérard Mestrallet  né le 1er avril 1949 à Paris  est un chef d'entreprises français. Il est PDG du groupe industriel GDF SUEZ depuis juillet 2008  et président de l'association Paris Europlace. Gérard Mestrallet est né de Georges Mestrallet et Paule Mestrallet-Besnard. Il a deux frères.	http://www.journaldunet.com/management/dossiers/0711213-formation-patrons-cac-40/diaporama/images/gerard-mestrallet.jpg	http://fr.wikipedia.org/wiki/G%C3%A9rard_Mestrallet
ASTRID_MILSAN	Milsan	Astrid	21/11/1971	France		F	ENA - Paris II - Sciences Po Paris	Sortie de l'ENA en 1996 (promotion Victor Schœlcher)  Astrid Milsan a rejoint la direction du Trésor en 2003 au pôle finances de l'APE. Elle a exercé diverses fonctions au Trésor et notamment secrétaire générale du CIRI puis sous-directrice du financement des entreprises et des marchés financiers et commissaire du gouvernement suppléante au collège de l'AMF.	https://www.gdfsuez.com/wp-content/uploads/2013/08/Astrid_Milsan_V2.jpg	http://www.economie.gouv.fr/files/files/directions_services/agence-participations-etat/images_logos/Presentation_d'Astrid_Milsan.htm
LAKSHMI_MITTAL	Mittal	Lakshmi	2/9/1950	Inde	Sadulpur	M	St. Xavier's College	Laksmi Mittal  de son nom complet Lakshmi Narayan Mittal   également connu sous le nom de Lakshmi Niwas Mittal (लक्ष्मी निवास मित्तल)  est un homme d'affaires indien spécialisé dans l'industrie sidérurgique et président d'ArcelorMittal. Il est né le 2 septembre 1950 à Sadulpur  au Rajasthan  en Inde. Hindouiste  il est originaire de la caste Agrawal (en) des Marwaris (commerçants du nord-est du Rajasthan)  dont le code d'honneur place l'enrichissement personnel envers et contre tout comme condition de réussite de la vie terrestre.	http://corporate.arcelormittal.com/~/media/Images/A/ArcelorMittal/Images/image-gallery/large/management/mr-lakshmi-mittal.jpg?h=1500&la=en&w=1000	http://fr.wikipedia.org/wiki/Lakshmi_Mittal
VIRGINIE_MORGON	Morgon	Virginie	26/11/1969	France	Lyon	F	Sciences Po Paris	Virginie Morgon  née le 26 novembre 1969  est une dirigeante d’entreprise et une personnalité du monde des affaires. Elle est directeur général d'Eurazeo depuis 2014 et membre du Directoire de la société d'investissement depuis janvier 2008. Précédemment  Virginie Morgon était associé-gérant de Lazard Frères et Cie à Paris. Elle a été maître de conférences à l’Institut d’Études Politiques de Paris. Elle est également très engagée pour la reconnaissance des femmes dans les entreprises et pour la constitution de réseaux au féminin.	http://images.lesechos.sdv.fr/archives/2011/LesEchos/20885/ECH20885061_1.jpg	http://fr.wikipedia.org/wiki/Virginie_Morgon
THIERRY_MOULONGUET	Moulonguet	Thierry	2/2/1959	France		M	Sciences Po Paris - ENA	Thierry Moulonguet is a director of Fimalac SA  Fitch Ratings Ltd.  Lucien Barrière group  HSBC France and HSBC Europe	http://www.valeo.com/cws-content/www.valeo.com/medias/images/groupe/fr/gouvernance/Moulonguet.jpg	http://www.valeo.com/en/the-group/governance/thierry-moulonguet.html
GEORGES_PAUGET	Pauget	Georges	7/6/1947	France	Rumily	M	Université de Lyon	Georges Pauget is President of Économie Finance et Stratégie SAS  member of the Supervisory Board of Eurazeo and member of the Board of Directors of Club Med  Danone Communities  and Tikehau.	http://www.valeo.com/cws-content/www.valeo.com/medias/images/groupe/fr/gouvernance/Pauget.jpg	http://www.valeo.com/en/the-group/governance/georges-pauget.html
MICHEL_PEBEREAU	Pebereau	Michel	23/01/1942	France	Paris	M	École polytechnique	Michel Pébereau  né le 23 janvier 1942 à Paris  est ancien haut fonctionnaire français et dirigeant de sociétés. Inspecteur général des finances  il conduit la privatisation de la BNP dont il devient le PDG en 1993 puis sa fusion avec la banque d'affaires Paribas en 2000 pour former BNP Paribas qu'il dirige jusqu'en 2003 et dont il est le président du conseil d’administration depuis cette date. Le 11 mai 2011  il annonce qu'il quittera la présidence de BNP Paribas le 1er décembre de cette même année.	http://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Michel_P%C3%A9bereau.jpg/220px-Michel_P%C3%A9bereau.jpg	http://fr.wikipedia.org/wiki/Michel_P%C3%A9bereau
ALEC_PELMORE	Pelmore	Alec	1953	UK		M	Cambridge University	Member of Unibail-Rodamco's Supervisory Board and its Audit Committee since April 29  2008. Mr. Pelmore holds a Degree in Mathematics from Cambridge University. He held positions as an equity investment analyst specialising in real estate companies mainly at Dresdner Kleinwort Benson and Merrill Lynch. With partner Robert Fowlds  his team was voted No.1 for real estate in Europe for 12 out of 13 years from 1995 to 2007. In addition to his Unibail-Rodamco Supervisory Board membership  he is currently a Non-Executive Director on the board of LondonMetric Property plc. as well as a member of its Audit and Nomination Committees. Mr. Alec Pelmore  born in 1953  is British.		http://www.unibail-rodamco.com/W/do/centre/supervisory-board
FRANCOIS_HENRI_PINAULT	Pinault	François-Henri	28/05/1962	France	Rennes	M	HEC	François-Henri Pinault  né le 28 mai 1962 à Rennes  est un homme d'affaires français  fils de François Pinault. Souvent surnommé « FHP »  il est PDG du groupe Kering et gérant de Financière Pinault et Président du conseil d’administration d'Artémis.	http://www4.pictures.zimbio.com/gp/Francois-Henri+Pinault+Salma+Hayek+married+5onuzn8C1OTl.jpg	http://fr.wikipedia.org/wiki/Fran%C3%A7ois-Henri_Pinault
OLIVIER_PIOU	Piou	Olivier	23/07/1958	France	Dakar	M	École centrale de Lyon	Olivier Piou  né à Dakar (Sénégal) le 23 juillet 1958  est un homme d’affaires français  principalement connu pour diriger l’entreprise Gemalto  dont il est administrateur et directeur général depuis 20065. En décembre 2008  il devient membre du conseil d'administration de Alcatel-Lucent.	http://images.lesechos.sdv.fr/archives/2011/LesEchos/21078/ECH21078131_1.jpg	http://fr.wikipedia.org/wiki/Olivier_Piou
HELENE_PLOIX	Ploix	Hélène	25/09/1944	France		F	Sciences Po Paris	Hélène Ploix joined Pechel in 1997. Previously  she had occupied (1989–1995) the position of Deputy Managing Director at Caisse des Dépôts et Consignations (“CDC”)  where she was in charge of finance and banking and also held the position of Chairman of CDC Participations (€1.5 billion under management including €600 million in private equity) and was Chairman of AFIC  the French association of private equity investors (2001–2002). Previously she had held positions in the public sector: Adviser to the Prime Minister on economic and financial affairs  Executive Director of the International Monetary Fund and the World Bank  and in the competitive sector: Chairman of BIMP where she created the first LBO fund in France; Director of CEP (1978–1982); Management Consultant at McKinsey & Co (1968–1978) where she began her professional career. She studied in France and in the United States (Institut d’Etudes Politiques  Paris; MAPA  Berkeley; MBA INSEAD; degree in law and English literature).	http://tfsw.uark.edu/sbl/images/profiles/82/Ploix.jpg	http://www.pechel.com/fr/equipe/ploix.php
BENOIT_POTIER	Potier	Benoit	3/9/1957	France	Mulhouse	M	École Centrale Paris	Benoît Potier  né en 1957 à Mulhouse  est depuis 2006 président-directeur général d'Air liquide  groupe industriel français spécialisé dans les gaz industriels et employant plus de 50 000 personnes.	http://www.journaldunet.com/management/dossiers/0711213-formation-patrons-cac-40/diaporama/images/benoit-potier.jpg	http://fr.wikipedia.org/wiki/Beno%C3%AEt_Potier
PIERRE_PRINGUET	Pringuet	Pierre	31/01/1950	France	Paris	M	École polytechnique	Pierre Pringuet  né le 31 janvier 1950 à Paris  est un haut fonctionnaire et dirigeant d'entreprise français. Il est l'actuel Directeur général de Pernod Ricard.	http://www.cbnews.fr/var/media/2/original/pringuet.jpg-1287.jpg	http://fr.wikipedia.org/wiki/Pierre_Pringuet
BAUDOUIN_PROT	Prot	Baudouin	24/05/1951	France	Paris	M	HEC	Baudouin Prot (né le 24 mai 1951) est un banquier et haut fonctionnaire français. Il occupe depuis décembre 2011 le poste de Président du groupe BNP Paribas  dans lequel il est entré en 1983. Sous sa conduite  BNP Paribas a acquis en 2006 Banca Nazionale del Lavoro  sixième banque italienne  puis Fortis Banque  première banque belge  en 2009.	http://www.twentyfoursevennews.com/wp-content/uploads/2012/04/baudouin_Prot_BNP__Paribas_Chairman.jpg	http://fr.wikipedia.org/wiki/Baudouin_Prot
NATHALIE_RACHOU	Rachou	Nathalie	7/4/1957	France		F	HEC	Elle débuta à la Banque Indosuez en 1978 ou elle resta jusqu'en 1999. Ses différents postes ont couvert toutes les activités de marchés pendant 16 ans: change  gestion de bilan  produits derivés  futures et options  risques de marchés. 	http://www.topiaryfinance.com/images/nathalie01.jpg	http://www.topiaryfinance.com/nathalie_fr.htm
GEORGES_RALLI	Ralli	Georges		France		M		Georges Ralli has over 30 years of corporate finance  M&A and investment experience. Most recently he was Deputy Chairman and Managing Director of Lazard  LLC  co-Chairman of the Lazard European Investment Bank and Chairman of Lazard Frères Asset Management arm.	http://files.gandi.ws/gandi11710/image/gr.jpg	http://www.ipfpartners.com/team
DENIS_RANQUE	Ranque	Denis	7/1/1962	France	Marseille	M	École Polytechnique	Denis Ranque est un ingénieur et chef d'entreprise français né le 7 janvier 1952 (62 ans) à Marseille. Il est le président du conseil d'administration d'Airbus Group depuis le 2 avril 2013 et Président du Haut Comité de Gouvernement d'Entreprise français.	http://www.site.co.uk/system_include_images/uploaded/Denis_Ranque_1403128577_thumb.jpg	http://fr.wikipedia.org/wiki/Denis_Ranque
LAURE_REINHART	Reinhart	Laure		France		F	Ecole Normale Supérieure - Paris VI	Laure Reinhart a une formation de mathématicienne (Ecole normale supérieure  agrégation de mathématiques puis thèse de doctorat en mathématiques appliquées à l’université Paris 6). Elle débute sa carrière à l’INRIA (Institut national de recherche en informatique et en automatique) où elle est successivement chercheur en calcul scientifique  chargée des relations industrielles puis Directeur de la valorisation et des relations industrielles.	http://inria-alumni.fr/uploads/userfiles/Laure%20Reinhart.jpg	http://inria-alumni.fr/index.php/fr/page/article/id/355
FRANCK_RIBOUD	Riboud	Franck	7/12/1955	France	Lyon	M	École polytechnique fédérale de Lausanne	Franck Riboud  né le 7 décembre 1955 à Lyon  est un chef d'entreprise français. Il est PDG de Danone jusqu'en 2014.	http://www.journaldunet.com/economie/dirigeants/patrons-donateurs-fondations-d-entreprises/7-franck-riboud-danone.jpg	http://fr.wikipedia.org/wiki/Franck_Riboud
MICHEL_ROLLIER	Rollier	Michel	19/09/1944	France	Annecy	M	Sciences Po Paris	Michel Rollier  né le 19 septembre 1944 à Annecy  est un dirigeant d'entreprise français. Il est président du conseil de surveillance de Michelin.	http://www.lejournaldesentreprises.com/images/2013/11/07/209739_rollier-20131022-jd691.jpg	http://fr.wikipedia.org/wiki/Michel_Rollier
GILLES_SCHNEPP	Schnepp	Gilles	16/10/1958	France	Lyon	M	HEC	Gilles Schnepp  (born in Lyon  France  on 16 October 1958) is a French corporate senior executive. He is married to Ms Blandine Favre-Gilly (attorney at law) and has three children: Paul  Adrien and Marie.[1] He has been Chairman and Chief Executive Officer of the Legrand Group since 17 March 2006.	http://dirigeants-entreprise.com/wp-content/uploads/2012/09/Gilles-Schnepp.png	http://en.wikipedia.org/wiki/Gilles_Schnepp
LOUIS_SCHWEITZER	Schweitzer	Louis	8/7/1942	France	Genève	M	ENA	Louis Schweitzer  né le 8 juillet 1942 à Genève  est un haut fonctionnaire et homme d'affaires français. Il est président du groupe automobile Renault de 1992 à 2005 puis président de la Haute Autorité de lutte contre les discriminations et pour l'égalité jusqu'en mars 2010. Membre de plusieurs conseils d'administration  il préside également la branche internationale du MEDEF de 2005 à 2013. Depuis le 3 mai 2011  il est président d'Initiative France  réseau d'associations de prêts d’honneur et d'accompagnement des créateurs d’entreprise. Il est nommé commissaire général à l'investissement le 23 avril 2014.	http://geneaduclos.free.fr/images/famille/Louis%20SCHWEITZER.jpg	http://fr.wikipedia.org/wiki/Louis_Schweitzer_(haut_fonctionnaire)
JEAN_DOMINIQUE_SENARD	Senard	Jean-Dominique	7/3/1953	France	Neuilly-sur-Seine 	M	HEC	Jean-Dominique Senard  né à Neuilly-sur-Seine (Hauts-de-Seine) le 7 mars 19531 2  est une personnalité française du monde des affaires. Il dirige le groupe Michelin depuis 2011. Jean-Dominique Senard est diplômé d'HEC et titulaire d'une maîtrise de droit.	http://www.automobil-produktion.de/uploads/2012/05/jean-dominique_senard-226x300.jpg	http://fr.wikipedia.org/wiki/Jean-Dominique_Senard
JEAN_MICHEL_SEVERINO	Severino	Jean-Michel	9/6/1957	France	Abidjan	M	ENA	Jean-Michel Severino  né en 1957  est gérant de « investisseurs et partenaires conseil »  une société de gestion de fonds à vocation de création d'impacts sociaux et environnementaux  consacrée aux PME d'Afrique au Sud du Sahara. Il est également membre de l'académie des technologies.	http://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Jean-Michel_Severino_2009.jpg/220px-Jean-Michel_Severino_2009.jpg	http://fr.wikipedia.org/wiki/Jean-Michel_Severino
PASCALE_SOURISSE	Sourisse	Pascale	7/3/1962	France	Nantes	F	École Polytechnique	Pascale Sourisse (born 1962) is a French businesswoman. Born at Nantes  Pascale Sourisse graduated at Ecole Polytechnique and at Ecole Nationale Supérieure des Télécommunications. She held management positions at the Compagnie Générale des Eaux (Vivendi) in 1984/85  and Jeumont-Schneider (JS) Telecom in1985/86. Between 1987 and 1990  Pascale Sourisse worked for France Telecom as head of the enterprise network division for the greater Paris region. She spent four years at the French Ministry of Industry and Foreign Trade as head of the Consumer Electronics and Audiovisual Communication Division.	https://www.thalesgroup.com/sites/default/files/styles/original/public/assets/images/sourisse.jpg?itok=3c_fOR3T	http://en.wikipedia.org/wiki/Pascale_Sourisse
ULRIKE_STEINHORST	Steinhorst	Ulrike		France		F	ENA - Paris 2	Ulrike Steinhorst is Strategy  Planning and Finance Director at EADS Technical Corporate division.	http://www.valeo.com/cws-content/www.valeo.com/medias//images/groupe/fr/gouvernance/Steinhorst2.jpg	http://www.valeo.com/en/the-group/governance/ulrike-steinhorst.html
CHRISTIAN_STREIFF	Streiff	Christian	21/09/1954	France	Sarrebourg	M	École Nationale Supérieure des Mines de Paris	Christian Streiff  né le 21 septembre 1954 à Sarrebourg (Moselle)  est une personnalité française du monde des affaires. Après une longue carrière chez Saint-Gobain comme ingénieur et cadre dirigeant jusqu'au poste de directeur-général délégué et un bref passage à EADS comme président d'Airbus  il fut de 2007 à 2009  le PDG de PSA Peugeot Citroën.	http://images.businessweek.com/story/09/370/0330_christian_streiff.jpg	http://fr.wikipedia.org/wiki/Christian_Streiff
ROBERT_TER HAAR	Ter Haar	Robert	1950	Holland		M		Robert ter Haar is Chairman of Unibail-Rodamco's Supervisory Board and Chairman of its the Governance  Nomination and Remuneration Committee since April 26  2012. He is member of Unibail-Rodamco's Supervisory Board since June 25  2007 and member of the Governance  Nomination and Remuneration Committee since April  2011. He served as a member of the Unibail-Rodamco Audit Committee from 2007 until 2011 and was formerly member of the Rodamco Europe N.V. Supervisory Board (2004-2007). Former CEO of Hagemeyer N.V. and De Boer Unigro N.V.. Former Board member the Household & Personal Care division of Sara Lee/Douwe Egberts  former Supervisory Board member of Royal FrieslandCampina N.V. and former General Manager of Molnlycke Nederland. In addition to his UR Supervisory Board membership  he is currently Chairman of the Supervisory Boards of Parcom Capital Management B.V.  Mediq B.V. and VvAA Groep B.V. and a member of the Supervisory Board of Bergschenhoek Groep B.V. Rob ter Haar  born in 1950  is Dutch.		http://www.unibail-rodamco.com/W/do/centre/supervisory-board
SERGE_WEINBERG	Weinberg	Serge	10/2/1951	France	Boulogne-Billancourt	M	ENA	Serge Weinberg né le 10 février 1951 à Boulogne-Billancourt  est président de Weinberg Capital Partners.	http://www.europastar.com/europastar/photos/04_2008/corumW.jpg	http://fr.wikipedia.org/wiki/Serge_Weinberg
PHILIPPE_CITERNE	Citerne	Philippe								
JEAN-PAUL_BAILLY	Bailly	Jean-Paul								
ILIANE_DUMAS	Dumas	Iliane								
MERCEDES_ERRA	Erra	Mercedes								
SOPHIE _GASPERMENT	Gasperment	Sophie 								
JONATHAN_GRUNZWEIG	Grunzweig	Jonathan								
IRIS_KNOBLOCH	Knobloch	Iris								
BERTRAND_MEHEUT	Meheut	Bertrand								
NADRA_MOUSSALEM	Moussalem	Nadra								
PATRICK_SAYER	Sayer	Patrick								
THOMAS_ENDERS	Enders	Thomas								
MANFRED_BISCHOFF		Manfred								
RALPH_CROSBY		Ralph								
HANS_PETER_KEITEL		Hans-Peter								
HERMAN_JOSEF_LAMBERTI		Herman-Josef								
JOHN_PARKER		John								
JOSE_PIQUE_CAMPS		José								
JEAN_CLAUDE_TRICHET		Jean-Claude								
CORNELIS_VAN_LEDE	van Lede	Cornelis								
THIERRY_PEUGEOT	Peugeot	Thierry								
PAUL_SKINNER	Skinner	Paul								
KAREN_KATEN	Katen	Karen								
SIAN_HERBERT_JONES	Herbert-Jones	Siân								
PIERRE_DUFOUR	Dufour	Pierre								
SIN_LENG_LOW	Low	Sin-Leng								
ANNETTE_WINKLER	Winkler	Annette								
PHILIPPE_CAMUS	Camus	Philippe							http://www.alcatel-lucent.com/sites/live/files/ca-ph_camus-70x90.jpg	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-p-camus-en.pdf
LOUIS_HUGHES	Hughes	Louis							http://www.alcatel-lucent.com/sites/live/files/ca-l_hughes-70x90.jpg	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-l-hughes-en.pdf
VERONIQUE_MORALI	Morali	Véronique							http://www.alcatel-lucent.com/sites/live/files/ca-v-morali-70x90.jpg	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-v-morali-en.pdf
MICHEL_COMBES	Combes	Michel							http://www.alcatel-lucent.com/sites/live/files/m-combes-70x90.jpg	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-m-combes-en.pdf
FRANCESCO_CAIO	Caio	Francesco							http://www.alcatel-lucent.com/sites/live/files/ca-f-caio-70x90.jpg	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-f-caio-en.pdf
JEAN_MONTY	Monty	Jean							http://www.alcatel-lucent.com/sites/live/files/ca-j_monty-70x90.jpg	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-j-monty-en.pdf
KIM_CRAWFORD_GOODMAN	Crawford Goodman	Kim							http://www.alcatel-lucent.com/sites/live/files/ca-Kim-Goodman.jpg	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-k-goodman-en.pdf
CARLA_CICO	Cico	Carla							http://www.alcatel-lucent.com/sites/live/files/ca-Carla-Cico-70x90.JPG	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-c-cico-en.pdf
STUART_EIZENSTAT	Eizenstat	Stuart							http://www.alcatel-lucent.com/sites/live/files/ca-s_eizenstat-70x90.jpg	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-s-eizenstat-en.pdf
